name,required_age,is_free,short_description,supported_languages,header_image,website,ratings,categories,genre1,genre2,genre3,genre4,genre5,genres6,genres7
layers of fear 2016,15,False,Layers of Fear is a first-person psychedelic horror game with a heavy focus on story and exploration. Players take control of a painter whose sole purpose is to finish his Magnum Opus. The player must navigate a constantly changing Victorian-era mansion and ghastly visions of the painter’s psyche.,"English, Italian, Polish, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Turkish, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/391720/header.jpg?t=1684223647,http://layersoffear.com,6,Singleplayer,Adventure,Indie,,,,,
left 4 dead,18,False,"From Valve (the creators of Counter-Strike, Half-Life and more) comes Left 4 Dead, a co-op action horror game for the PC and Xbox 360 that casts up to four players in an epic struggle for survival against swarming zombie hordes and terrifying mutant monsters.","English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Simplified Chinese, Swedish, Traditional Chinese, Korean, Bulgarian, Czech, Greek, Hungarian, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Turkish, Ukrainian, Vietnameses ",https://cdn.akamai.steamstatic.com/steam/apps/500/header.jpg?t=1682697467,http://www.l4d.com/,9,Multiplayer,Action,,,,,,
left 4 dead 2,18,False,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.","Danish, Dutch, English, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Hungarian, Turkish, Bulgarian, Czech, Greek, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Ukrainian, Vietnameses ",https://cdn.akamai.steamstatic.com/steam/apps/550/header.jpg?t=1675801903,http://www.l4d.com,9,Multiplayer,Action,,,,,,
lego  marvel  super heroes,18,False,"LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe. Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world.","English, French, German, Italian, Spanish - Spain, Dutch, Portuguese - Brazil, Danish, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/249130/header.jpg?t=1681924166,http://www.lego.com/marvelsuperheroes,7,Multiplayer,Action,Adventure,,,,,
lego  star wars  the skywalker saga,18,False,"Play through all nine Skywalker saga films in a game unlike any other. With over 300 playable characters, over 100 vehicles, and 23 planets to explore, a galaxy far, far away has never been more fun! *Includes classic Obi-Wan Kenobi playable character","English, French, German, Italian, Spanish - Spain, Arabic, Danish, Dutch, Korean, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Traditional Chinese, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/920210/header.jpg?t=1676414649,,7,Multiplayer,Action,Adventure,,,,,
lego  the lord of the rings ,10,False,"Based on The Lord of the Rings motion picture trilogy, LEGO® The Lord of the Rings follows the original story-lines of The Lord of the Rings: The Fellowship of the Ring, The Lord of the Rings: The Two Towers, and The Lord of the Rings: The Return of the King, taking players through the epic story events re-imagined with the humor and endl","Danish, Dutch, English, French, German, Italian, Polish, Russian, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/214510/header.jpg?t=1681924270,http://www.thelordoftherings.lego.com,7,Multiplayer,Action,Adventure,,,,,
let it die,15,True,"It's finally here! The survival action game that pits the strong against the weak is finally on PC! Experience all the heart-thumping action with a silky-smooth frame rate and ultra high resolution. How you make the best of the weapons, armor, and items at your disposal will determine your fate in the ever-changing &quot;Tower of Barbs!","English, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Japanese, Korean, Simplified Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/794600/header.jpg?t=1667252321,https://www.letitdiethegame.com/,7,Singleplayer,Action,Free to Play,,,,,
life is strange  episode 1,10,True,"Episode 1 now FREE! Life is Strange is an award-winning and critically acclaimed episodic adventure game that allows the player to rewind time and affect the past, present and future.","English, French, German, Italian, Spanish - Spain, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/319630/header.jpg?t=1662395426,http://www.lifeisstrange.com,7,Singleplayer,Action,Adventure,,,,,
life is strange 2,18,True,"After a tragic incident, brothers Sean and Daniel Diaz run away from home. Fearing the police, and dealing with Daniel's new telekinetic power, the boys head to Mexico. Each stop on their journey brings new friends and new challenges.","English, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Japaneses ",https://cdn.akamai.steamstatic.com/steam/apps/532210/header.jpg?t=1637335482,https://www.lifeisstrange.com,8,Singleplayer,Adventure,,,,,,
limbo,10,False,"Uncertain of his sister's fate, a boy enters LIMBO","English, French, German, Italian, Japanese, Korean, Portuguese - Portugal, Spanish - Spain, Traditional Chinese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/48000/header.jpg?t=1673342440,http://playdead.com/limbo,8,Singleplayer,Action,Adventure,Indie,,,,
line of sight,10,True,"Fast paced FPS with high customizational freedom. From game mode customization to an in depth weapon tuning and attachment system up to detailed character customizations, while it was developed so you can choose to either go for high performance or graphical fidelity without an high end PC.",English,https://cdn.akamai.steamstatic.com/steam/apps/436520/header.jpg?t=1639431233,http://los-game.com,6,Multiplayer,Action,Free to Play,Indie,Massively Multiplayer,,,
little nightmares,15,False,"Immerse yourself in Little Nightmares, a dark whimsical tale that will confront you with your childhood fears! Help Six escape The Maw – a vast, mysterious vessel inhabited by corrupted souls looking for their next meal.","English, French, German, Italian, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Traditional Chinese, Japanese, Polish, Spanish - Latin America, Swedish",https://cdn.akamai.steamstatic.com/steam/apps/424840/header.jpg?t=1676289679,http://www.little-nightmares.com,7,Singleplayer,Adventure,,,,,,
loadout,18,False,"Loadout is an outrageous new multi-player shooter that’s all about the guns, baby! Build a massive variety of absolutely insane weaponry - billions of combinations - totally customized, totally unique, and totally deadly.","English, French, German, Italian, Polish, Portuguese - Portugal, Romanian, Russian, Spanish - Spain, Swedish, Turkishs ",https://cdn.akamai.steamstatic.com/steam/apps/208090/header.jpg?t=1558742738,http://www.loadout.com/,6,Multiplayer,Action,Free to Play,Indie,,,,
lobotomy corporation | monster management simulation,15,False,"A roguelite monster-management simulation inspired by the likes of the SCP Foundation, Cabin in the Woods, and Warehouse 13. Order your employees to perform work with the creatures and watch as it unfolds; harness greater energy, and expand the facility","English, Korean, Japanese, Simplified Chinese, Traditional Chinese, Russian, Bulgarian, Spanish - Latin America, French, Portuguese - Portugal, Portuguese - Brazil",https://cdn.akamai.steamstatic.com/steam/apps/568220/header.jpg?t=1636694188,http://www.lobotomycorp.kr/en/,6,Singleplayer,Indie,Simulation,,,,,
loop hero,10,False,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.","English, French, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Italian, Dutch, Turkish",https://cdn.akamai.steamstatic.com/steam/apps/1282730/header.jpg?t=1686826687,http://loophero.com,6,Singleplayer,Indie,RPG,Strategy,,,,
lord of the rings war in the north,15,False,Work together or die alone in this epic quest to turn the tides in the War of the Ring.,"English, German, French, Italian, Spanish - Spain, Russian, Polish, Portuguese - Brazils ",https://cdn.akamai.steamstatic.com/steam/apps/32800/header.jpg?t=1550025329,http://www.warinthenorth.com,5,Multiplayer,Action,RPG,,,,,
lost ark,10,True,"Embark on an odyssey for the Lost Ark in a vast, vibrant world: explore new lands, seek out lost treasures, and test yourself in thrilling action combat in this action-packed free-to-play RPG.","English, French, German, Spanish - Spains ",https://cdn.akamai.steamstatic.com/steam/apps/1599340/header.jpg?t=1689893836,https://www.playlostark.com,7,Multiplayer,Action,Adventure,Free to Play,Massively Multiplayer,RPG,,
lost castle,15,False,Lost Castle is an action RPG beat'em up with roguelike elements and randomized dungeons for up to four players online and local!,"English, Simplified Chinese, Spanish - Spain, Russian, German, Japanese, Italian, Traditional Chinese, Frenchs ",https://cdn.akamai.steamstatic.com/steam/apps/434650/header.jpg?t=1678244225,,7,Multiplayer,Action,Adventure,Indie,RPG,,,
mad max,15,False,"Play as Mad Max, a reluctant hero and survivor who wants nothing more than to leave the madness behind and find solace.","English, French, German, Italian, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/234140/header.jpg?t=1634068672,http://madmaxgame.com,6,Singleplayer,Action,Adventure,,,,,
mafia,10,False,"It’s 1930. After an inadvertent brush with the mafia, cabdriver Tommy Angelo is reluctantly thrust into the world of organized crime. Initially, he is uneasy about falling in with the Salieri family, but soon the rewards become too big to ignore.","English, French, German, Italian, Spanish - Spain, Czech, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/40990/header.jpg?t=1661895807,,8,Singleplayer,Action,Adventure,,,,,
mafia definitive edition,10,False,"An inadvertent brush with the mob thrusts cabdriver Tommy Angelo into the world of organized crime. Initially uneasy about falling in with the Salieri family, the rewards become too big to ignore.","English, French, German, Italian, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chineses ",https://cdn.akamai.steamstatic.com/steam/apps/1030840/header.jpg?t=1632420251,,8,Singleplayer,Action,Adventure,,,,,
mafia ii classic,15,False,"Vito Scaletta has started to make a name for himself on the streets of Empire Bay as someone who can be trusted to get a job done. Together with his buddy Joe, he is working to prove himself to the Mafia, quickly escalating up the family ladder with crimes of larger reward, status and consequence… the life as a wise guy isn’t quite as...","English, French, German, Italian, Spanish - Spain, Czech, Polish, Russians ",https://cdn.akamai.steamstatic.com/steam/apps/50130/header.jpg?t=1589909831,http://www.mafia2game.com,7,Singleplayer,Action,,,,,,
mafia ii definitive edition,10,False,"War hero Vito Scaletta becomes entangled with the mob in hopes of paying his father’s debts. Vito works to prove himself, climbing the family ladder with crimes of larger reward and consequence.","English, French, German, Italian, Spanish - Spain, Czech, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin Americas ",https://cdn.akamai.steamstatic.com/steam/apps/1030830/header.jpg?t=1589933058,https://www.mafiagame.com/,7,Singleplayer,Action,Adventure,,,,,
mafia iii definitive edition,18,False,"After Lincoln Clay's surrogate family, the black mob, is betrayed and killed by the Italian Mafia, Lincoln builds a new family and blazes a path of revenge through the Mafioso responsible.","English, French, German, Italian, Spanish - Spain, Polish, Portuguese - Brazil, Czech, Russian, Japanese, Simplified Chinese, Traditional Chinese, Koreans ",https://cdn.akamai.steamstatic.com/steam/apps/360430/header.jpg?t=1602775991,https://www.mafiagame.com/,4,Singleplayer,Action,Adventure,,,,,
